DATE,DCOILBRENTEU
2002-07-01,25.7360869565217391
2002-08-01,26.6513636363636364
2002-09-01,28.3995238095238095
2002-10-01,27.5430434782608696
2002-11-01,24.3352380952380952
2002-12-01,28.3345000000000000
2003-01-01,31.1836363636363636
2003-02-01,32.7710000000000000
2003-03-01,30.6123809523809524
2003-04-01,25.0677272727272727
2003-05-01,25.8577272727272727
2003-06-01,27.6528571428571429
2003-07-01,28.3486956521739130
2003-08-01,29.8880952380952381
2003-09-01,27.1122727272727273
2003-10-01,29.6078260869565217
2003-11-01,28.7525000000000000
2003-12-01,29.8071428571428571
2004-01-01,31.2809523809523810
2004-02-01,30.8585000000000000
2004-03-01,33.6343478260869565
2004-04-01,33.5909090909090909
2004-05-01,37.5676190476190476
2004-06-01,35.1836363636363636
2004-07-01,38.2213636363636364
2004-08-01,42.7440909090909091
2004-09-01,43.1968181818181818
2004-10-01,49.7766666666666667
2004-11-01,43.1104545454545455
2004-12-01,39.6021739130434783
2005-01-01,44.5090000000000000
2005-02-01,45.4750000000000000
2005-03-01,53.1045454545454545
2005-04-01,51.8838095238095238
2005-05-01,48.6454545454545455
2005-06-01,54.3545454545454545
2005-07-01,57.5200000000000000
2005-08-01,63.9834782608695652
2005-09-01,62.9081818181818182
2005-10-01,58.5385714285714286
2005-11-01,55.2418181818181818
2005-12-01,56.8557142857142857
2006-01-01,62.9852380952380952
2006-02-01,60.2100000000000000
2006-03-01,62.0647826086956522
2006-04-01,70.2600000000000000
2006-05-01,69.7769565217391304
2006-06-01,68.5559090909090909
2006-07-01,73.6742857142857143
2006-08-01,73.2304347826086957
2006-09-01,61.9585714285714286
2006-10-01,57.8081818181818182
2006-11-01,58.7613636363636364
2006-12-01,62.4721052631578947
2007-01-01,53.6814285714285714
2007-02-01,57.5557894736842105
2007-03-01,62.0504545454545455
2007-04-01,67.4857894736842105
2007-05-01,67.2122727272727273
2007-06-01,71.0457142857142857
2007-07-01,76.9300000000000000
2007-08-01,70.7608695652173913
2007-09-01,77.1731578947368421
2007-10-01,82.3400000000000000
2007-11-01,92.4142857142857143
2007-12-01,90.9268421052631579
2008-01-01,92.1780952380952381
2008-02-01,94.9865000000000000
2008-03-01,103.6355000000000000
2008-04-01,109.0713636363636364
2008-05-01,122.7971428571428571
2008-06-01,132.3223809523809524
2008-07-01,132.7181818181818182
2008-08-01,113.2433333333333333
2008-09-01,97.2347619047619048
2008-10-01,71.5821739130434783
2008-11-01,52.4526315789473684
2008-12-01,39.9468181818181818
2009-01-01,43.4395000000000000
2009-02-01,43.3247368421052632
2009-03-01,46.5404545454545455
2009-04-01,50.1819047619047619
2009-05-01,57.3025000000000000
2009-06-01,68.6095454545454545
2009-07-01,64.4354545454545455
2009-08-01,72.5085714285714286
2009-09-01,67.6461904761904762
2009-10-01,72.7695454545454545
2009-11-01,76.6620000000000000
2009-12-01,74.4563636363636364
2010-01-01,76.1673684210526316
2010-02-01,73.7521052631578947
2010-03-01,78.8273913043478261
2010-04-01,84.8176190476190476
2010-05-01,75.9455000000000000
2010-06-01,74.7609090909090909
2010-07-01,75.5800000000000000
2010-08-01,77.0395454545454545
2010-09-01,77.8404761904761905
2010-10-01,82.6647619047619048
2010-11-01,85.2747619047619048
2010-12-01,91.4468181818181818
2011-01-01,96.5235000000000000
2011-02-01,103.7163157894736842
2011-03-01,114.6434782608695652
2011-04-01,123.2588888888888889
2011-05-01,114.9890476190476190
2011-06-01,113.8331818181818182
2011-07-01,116.9735000000000000
2011-08-01,110.2195454545454545
2011-09-01,112.8338095238095238
2011-10-01,109.5500000000000000
2011-11-01,110.7680952380952381
2011-12-01,107.8705000000000000
2012-01-01,110.6860000000000000
2012-02-01,119.3270000000000000
2012-03-01,125.4454545454545455
2012-04-01,119.4216666666666667
2012-05-01,110.3395238095238095
2012-06-01,95.1557142857142857
2012-07-01,102.6185714285714286
2012-08-01,113.3560869565217391
2012-09-01,112.8636842105263158
2012-10-01,111.7108695652173913
2012-11-01,109.0585714285714286
2012-12-01,109.4940000000000000
2013-01-01,112.9600000000000000
2013-02-01,116.0505263157894737
2013-03-01,108.4740000000000000
2013-04-01,102.2481818181818182
2013-05-01,102.5586363636363636
2013-06-01,102.9195000000000000
2013-07-01,107.9331818181818182
2013-08-01,111.2804545454545455
2013-09-01,111.5965000000000000
2013-10-01,109.0765217391304348
2013-11-01,107.7920000000000000
2013-12-01,110.7566666666666667
2014-01-01,108.1177272727272727
2014-02-01,108.9005263157894737
2014-03-01,107.4809523809523810
2014-04-01,107.7552380952380952
2014-05-01,109.5390909090909091
2014-06-01,111.7952380952380952
2014-07-01,106.7681818181818182
2014-08-01,101.6080952380952381
2014-09-01,97.0914285714285714
2014-10-01,87.4252173913043478
2014-11-01,79.4378947368421053
2014-12-01,62.3350000000000000
2015-01-01,47.7595000000000000
2015-02-01,58.0955000000000000
2015-03-01,55.8854545454545455
2015-04-01,59.5242857142857143
2015-05-01,64.0750000000000000
2015-06-01,61.4777272727272727
2015-07-01,56.5613043478260870
2015-08-01,46.5150000000000000
2015-09-01,47.6231818181818182
2015-10-01,48.4300000000000000
2015-11-01,44.2676190476190476
2015-12-01,38.0054545454545455
2016-01-01,30.6995000000000000
2016-02-01,32.1815000000000000
2016-03-01,38.2104545454545455
2016-04-01,41.5833333333333333
2016-05-01,46.7423809523809524
2016-06-01,48.2472727272727273
2016-07-01,44.9519047619047619
2016-08-01,45.8430434782608696
2016-09-01,46.5677272727272727
2016-10-01,49.5223809523809524
2016-11-01,44.7340909090909091
2016-12-01,53.3085000000000000
2017-01-01,54.5766666666666667
2017-02-01,54.8695000000000000
2017-03-01,51.5891304347826087
2017-04-01,52.3078947368421053
2017-05-01,50.3265217391304348
2017-06-01,46.3681818181818182
2017-07-01,48.4785714285714286
2017-08-01,51.7043478260869565
2017-09-01,56.1528571428571429
2017-10-01,57.5077272727272727
2017-11-01,62.7140909090909091
2017-12-01,64.3736842105263158
2018-01-01,69.0772727272727273
2018-02-01,65.3175000000000000
2018-03-01,66.0166666666666667
2018-04-01,72.1060000000000000
2018-05-01,76.9752380952380952
2018-06-01,74.4047619047619048
2018-07-01,74.2540909090909091
2018-08-01,72.5282608695652174
2018-09-01,78.8910000000000000
2018-10-01,81.0321739130434783
2018-11-01,64.7481818181818182
2018-12-01,57.3623529411764706
2019-01-01,59.4095454545454545
2019-02-01,63.9605000000000000
2019-03-01,66.1385714285714286
2019-04-01,71.2333333333333333
2019-05-01,71.3177272727272727
2019-06-01,64.2205000000000000
2019-07-01,63.9191304347826087
2019-08-01,59.0418181818181818
2019-09-01,62.8266666666666667
2019-10-01,59.7130434782608696
2019-11-01,63.2119047619047619
2019-12-01,67.2171428571428571
2020-01-01,63.6454545454545455
2020-02-01,55.6570000000000000
2020-03-01,32.0113636363636364
2020-04-01,18.3785000000000000
2020-05-01,29.3789473684210526
2020-06-01,40.2668181818181818
2020-07-01,43.2421739130434783
2020-08-01,44.7360000000000000
2020-09-01,40.9095454545454545
2020-10-01,40.1895454545454545
2020-11-01,42.6923809523809524
2020-12-01,49.9936363636363636
2021-01-01,54.7740000000000000
2021-02-01,62.2765000000000000
2021-03-01,65.4100000000000000
2021-04-01,64.8065000000000000
2021-05-01,68.5342105263157895
2021-06-01,73.1640909090909091
2021-07-01,75.1659090909090909
2021-08-01,70.7471428571428571
2021-09-01,74.4886363636363636
2021-10-01,83.5380952380952381
2021-11-01,81.0500000000000000
2021-12-01,74.1704761904761905
2022-01-01,86.5052380952380952
2022-02-01,97.1290000000000000
2022-03-01,117.2452173913043478
2022-04-01,104.5752631578947368
2022-05-01,113.3376190476190476
2022-06-01,122.7109523809523810
2022-07-01,111.9257142857142857
